"ID",Profile Name,Amount,Narration,Status,Entry Type,reference,Reference,Transaction Date
01939639-7253-755f-85e3-a387cfbc725f,Profile,10.00,,success,debit,Tbdlalorcmi,Tbdlalorcmi,12/5/24
019396ec-13c6-7557-892b-0f4c85622141,Profile,100.23,Sodiq,success,debit,Tekfprzwrkq,Tekfprzwrkq,12/5/24
019396ec-13e4-7557-892b-1e0033379533,Profile,10.00,Sodiq,success,debit,Tekfprzwrkq,Tekfprzwrkq,12/5/24
01939809-25ae-722d-a297-0d6e24134dc0,Profile,10.00,Sodiq,processing,debit,Tvmfyyptspe,Tvmfyyptspe,12/5/24
01939809-271f-722d-a297-158028407599,Profile,100.23,Sodiq,success,credit,Tvmfyyptspe,Tvmfyyptspe,12/5/24
01939809-259c-722d-a296-f9b65d87e88a,Profile,100.23,Sodiq,success,debit,Tvmfyyptspe,Tvmfyyptspe,12/5/24
01939959-26df-7aa7-b9c6-5ca73d2335f1,Profile,200.00,,processing,debit,Tkpcibxzilx,Tkpcibxzilx,12/6/24
01939959-26e8-7aa7-b9c6-6d2905b8ebb9,Profile,10.00,,processing,debit,Tkpcibxzilx,Tkpcibxzilx,12/6/24
0193995d-39f3-7aa7-b9c6-b55b7ce41336,Profile,200.00,,processing,debit,Tjczgycnovt,Tjczgycnovt,12/6/24
0193995d-3a06-7aa7-b9c6-c5c1650d4b6d,Profile,10.00,,processing,debit,Tjczgycnovt,Tjczgycnovt,12/6/24
01938c7d-0d13-7778-8dbc-57966f6f5349,Profile,100.00,,success,debit,Tqsmsmhtuzt,Tqsmsmhtuzt,12/3/24
01938c7d-0d61-7778-8dbc-6b1b6f325cb9,Profile,10.00,,success,debit,Tqsmsmhtuzt,Tqsmsmhtuzt,12/3/24
01939963-4b17-7aa7-b9c6-eaf3c5d0ac96,Profile,50.00,,processing,debit,Tgfafronluo,Tgfafronluo,12/6/24
01939963-4b25-7aa7-b9c6-fdc2bbe2b93e,Profile,10.00,,processing,debit,Tgfafronluo,Tgfafronluo,12/6/24
01939122-2742-7335-b5bb-e8c95a184217,Profile,100.23,Sodiq,success,debit,Tsmikdaqvsq,Tsmikdaqvsq,12/4/24
01939122-274b-7335-b5bb-fbd2098f1852,Profile,10.00,Sodiq,success,debit,Tsmikdaqvsq,Tsmikdaqvsq,12/4/24
0193915d-e81f-755c-a7cc-a16adc1e3c3d,Profile,100.00,,success,debit,Taybkkpdutl,Taybkkpdutl,12/4/24
01943a42-27c1-722f-8217-8b4ab203c996,Friesen - Keeling,900.00,Bill payment to gotv for 1102003467,success,debit,Twpysbyonwc,Twpysbyonwc,1/6/25
0193915d-e875-755c-a7cc-b90e7ba32a1a,Profile,10.00,,success,debit,Taybkkpdutl,Taybkkpdutl,12/4/24
01943a7c-7de2-722f-8219-f9b770000098,Friesen - Keeling,1800.00,Bill payment to waec for 1102003467,success,debit,Tbdjkqwxlig,Tbdjkqwxlig,1/6/25
01939160-d0e9-755c-a7cd-0c9cf1bdde11,Profile,1000.23,Sodiq,success,debit,Tsfdfedcitg,Tsfdfedcitg,12/4/24
01939160-d0f5-755c-a7cd-1ed3673fc86c,Profile,10.00,Sodiq,success,debit,Tsfdfedcitg,Tsfdfedcitg,12/4/24
01943c6d-3180-7227-aac5-8aca460108f9,Profile,10.00,test,success,debit,Tzqgswtuiuq,Tzqgswtuiuq,1/6/25
01943c6d-3139-7227-aac5-7fec17a8e84c,Profile,500.00,test,success,debit,Tzqgswtuiuq,Tzqgswtuiuq,1/6/25
01939169-9dae-755c-a7cd-88f71ad1beed,Profile,100.23,Sodiq,success,debit,Tppmwzyamly,Tppmwzyamly,12/4/24
01939169-9ed0-755c-a7cd-9b3563541735,Profile,10.00,Sodiq,success,debit,Tppmwzyamly,Tppmwzyamly,12/4/24
01944549-686c-788e-b49d-362158b6601f,Friesen - Keeling,2000.00,,processing,debit,Tgeycewqmhs,Tgeycewqmhs,1/8/25
01939181-bac1-7559-8f9c-4a4fe73e92f7,Profile,100.00,,success,debit,Twlwpaarlrm,Twlwpaarlrm,12/4/24
01939181-baf0-7559-8f9c-61d9a37d188c,Profile,10.00,,success,debit,Twlwpaarlrm,Twlwpaarlrm,12/4/24
0193921f-d610-7661-a660-fc24fa3dfb2b,Profile,2000.00,Sodiq,success,debit,Txfuazjaarf,Txfuazjaarf,12/4/24
0193921f-d65e-7661-a661-0ca6650b4c63,Profile,10.00,Sodiq,success,debit,Txfuazjaarf,Txfuazjaarf,12/4/24
01939631-9b9f-755f-85e3-574722cb54c8,Profile,100.23,Sodiq,success,debit,Tnbsdxsxcdf,Tnbsdxsxcdf,12/5/24
01939631-9baf-755f-85e3-668d2c3c38c3,Profile,10.00,Sodiq,success,debit,Tnbsdxsxcdf,Tnbsdxsxcdf,12/5/24
019396cb-58e4-7557-892a-2aa57510a420,Profile,3000.00,,processing,debit,Teojvfmfbdg,Teojvfmfbdg,12/5/24
019396cb-5927-7557-892a-3e9578696110,Profile,10.00,,processing,debit,Teojvfmfbdg,Teojvfmfbdg,12/5/24
01939705-4acb-7884-a6c2-cb8cfddfa666,Profile,10.00,Sodiq,processing,debit,Tyoqleskian,Tyoqleskian,12/5/24
01939705-4cb1-7884-a6c2-d692f4cd2d54,Profile,100.23,Sodiq,success,credit,Tyoqleskian,Tyoqleskian,12/5/24
01939705-4a80-7884-a6c2-b845925ae95d,Profile,100.23,Sodiq,success,debit,Tyoqleskian,Tyoqleskian,12/5/24
01939954-1beb-7aa7-b9c6-16a1c790287d,Profile,100.23,Sodiq,success,debit,Trqtumdmjpx,Trqtumdmjpx,12/6/24
01939954-1bfa-7aa7-b9c6-25e83b96b8f3,Profile,10.00,Sodiq,success,debit,Trqtumdmjpx,Trqtumdmjpx,12/6/24
0193995a-2c5d-7aa7-b9c6-879a13e35ec7,Profile,10.00,Sodiq,processing,debit,Tyaywuvfvcm,Tyaywuvfvcm,12/6/24
0193995a-2dd6-7aa7-b9c6-8c5bd990e65b,Profile,100.23,Sodiq,success,credit,Tyaywuvfvcm,Tyaywuvfvcm,12/6/24
0193995a-2c44-7aa7-b9c6-7325f8c288d6,Profile,100.23,Sodiq,success,debit,Tyaywuvfvcm,Tyaywuvfvcm,12/6/24
01944737-32b0-755d-84ce-6696294cdeb7,Friesen - Keeling,100.00,Bill payment to mtn for 7918852161,processing,debit,Toygeuvaetb,Toygeuvaetb,1/8/25
01943a42-6379-722f-8217-960a98550bd7,Friesen - Keeling,2300.00,Bill payment to abuja_electric_postpaid for 07034953306,failed,debit,Trirlvsbmny,Trirlvsbmny,1/6/25
01943a42-6b7e-722f-8217-98de47828323,Friesen - Keeling,1800.00,Bill payment to waec for 1102003467,success,debit,Tpgjdwpbazw,Tpgjdwpbazw,1/6/25
01944737-35c9-755d-84ce-6b096525189b,Friesen - Keeling,100.00,Bill payment to glo for 1102003467,processing,debit,Tyroqwikdoe,Tyroqwikdoe,1/8/25
01943a42-71ca-722f-8217-a4de74f2a563,Friesen - Keeling,29300.00,Bill payment to dstv for 1102003467,success,debit,Tnldodshqzi,Tnldodshqzi,1/6/25
01944737-3693-755d-84ce-72f936490e38,Profile,50.00,Bill payment to airtel for 11020034671,processing,debit,Tydfcjkbowe,Tydfcjkbowe,1/8/25
01944737-3890-755d-84ce-7a23e8710d85,Friesen - Keeling,100.00,Bill payment to airtel for 1102003467,processing,debit,Ttwgyywocgu,Ttwgyywocgu,1/8/25
01943bc2-264d-7225-a283-4cde3c152b14,Friesen - Keeling,1000.00,test,success,debit,Ttvenphejtd,Ttvenphejtd,1/6/25
01943bc2-28a8-7225-a283-63f76b0b94b5,Friesen - Keeling,10.00,test,success,debit,Ttvenphejtd,Ttvenphejtd,1/6/25
0193b120-b7a1-7cc9-bc8f-3d9792073412,Profile,10.00,Sodiq,processing,debit,Tnrehixvsch,Tnrehixvsch,12/10/24
01944737-3ba6-755d-84ce-84cbef97d900,Friesen - Keeling,100.00,Bill payment to 9mobile for 1102003467,processing,debit,Ticghdmrles,Ticghdmrles,1/8/25
0194d091-fa70-7aa6-acdb-b5e19bc93007,Profile,100.00,,processing,debit,Tnhrwanlxyl,Tnhrwanlxyl,2/4/25
019387c9-9a47-7ccf-8886-3d937b57f942,Profile,100.00,Narration,failed,debit,Tspqtoydsyk,Tspqtoydsyk,12/2/24
019387c9-9a9a-7ccf-8886-48ec7b5d6708,Profile,10.00,Narration,failed,debit,Tspqtoydsyk,Tspqtoydsyk,12/2/24
01943c70-554b-7227-aac5-be46530af3f3,Profile,500.00,test,success,credit,Tmggpshuleq,Tmggpshuleq,1/6/25
01938809-018a-7ccf-8887-169d2a01f385,Profile,100.00,Narration,failed,debit,Tzhswyjsjzt,Tzhswyjsjzt,12/2/24
01938809-01a0-7ccf-8887-233f43bac78c,Profile,10.00,Narration,failed,debit,Tzhswyjsjzt,Tzhswyjsjzt,12/2/24
01943c70-51f3-7227-aac5-b104d5cbe34f,Profile,10.00,test,success,debit,Tmggpshuleq,Tmggpshuleq,1/6/25
01943c70-51e7-7227-aac5-a36ddc8a4596,Profile,500.00,test,processing,debit,Tmggpshuleq,Tmggpshuleq,1/6/25
019441ce-352b-7003-909a-c70f7780bba2,Friesen - Keeling,4150.00,Bill payment to gotv for 22822822314,success,debit,Tevnsgvpayt,Tevnsgvpayt,1/7/25
01944549-6879-788e-b49d-453876f83b8e,Friesen - Keeling,10.00,,processing,debit,Tgeycewqmhs,Tgeycewqmhs,1/8/25
01944737-4c0b-755d-84ce-98397a0acbd8,Friesen - Keeling,50.00,Bill payment to airtel for 11020034671,processing,debit,Toqojeyrfrp,Toqojeyrfrp,1/8/25
019449ab-bce0-7441-87f1-e5dfb4d4709b,Friesen - Keeling,9000.00,Bill payment to dstv for 22822322713,processing,debit,Tsgihjedalx,Tsgihjedalx,1/9/25
01944b18-272a-7ff6-bf8e-f73fcd77235a,Friesen - Keeling,100.00,Example narration,processing,debit,Truhmjwzmlm,Truhmjwzmlm,1/9/25
01944b18-2758-7ff6-bf8f-0ac6246c6439,Friesen - Keeling,10.00,Example narration,processing,debit,Truhmjwzmlm,Truhmjwzmlm,1/9/25
01944b9e-6253-777f-a931-11bd381c2a2a,Friesen - Keeling,2000.00,test,processing,debit,Tphuamkrqxu,Tphuamkrqxu,1/9/25
01944b9e-62ae-777f-a931-27beb3ce232a,Friesen - Keeling,10.00,test,processing,debit,Tphuamkrqxu,Tphuamkrqxu,1/9/25
01944b9f-cc7b-777f-a931-62cc8034231c,Friesen - Keeling,2000.00,test,processing,debit,Tlwxvghgbrw,Tlwxvghgbrw,1/9/25
01944b9f-cc91-777f-a931-7592ddf28a8a,Friesen - Keeling,10.00,test,processing,debit,Tlwxvghgbrw,Tlwxvghgbrw,1/9/25
0193b148-1ae7-7cc9-bcc8-c9d3bc99ba3c,Profile,10.00,Sodiq,processing,debit,Tmkljqqxpet,Tmkljqqxpet,12/10/24
0194502e-f192-7005-abf1-2b9d30986a76,Profile,100.00,Bill payment to mtn for 0000000040,success,debit,Txcbpnebjis,Txcbpnebjis,1/10/25
0193911f-e783-7335-b5bb-ae6cffa3b3ea,Profile,100.23,,success,debit,Tbfykrimttq,Tbfykrimttq,12/4/24
019388a1-bed2-7115-a6a9-edafe83357d7,Profile,50.00,,failed,debit,Tcjchqoueaq,Tcjchqoueaq,12/2/24
019388a1-bf26-7115-a6a9-f8ec8553405b,Profile,10.00,,failed,debit,Tcjchqoueaq,Tcjchqoueaq,12/2/24
0193911f-e856-7335-b5bb-bbffc744d895,Profile,10.00,,success,debit,Tbfykrimttq,Tbfykrimttq,12/4/24
019388a2-81aa-7115-a6aa-039c3ad95301,Profile,50.00,,failed,debit,Tknvzmzldpw,Tknvzmzldpw,12/2/24
019388a2-81b9-7115-a6aa-13beebaaa826,Profile,10.00,,failed,debit,Tknvzmzldpw,Tknvzmzldpw,12/2/24
01939134-b6d2-7335-b5bc-6f9ae1bd724b,Profile,100.00,,success,debit,Tfoshfkjfhm,Tfoshfkjfhm,12/4/24
019388b7-e767-7115-a6aa-325c587d6e26,Profile,80.00,,failed,debit,Tinuofbkacr,Tinuofbkacr,12/2/24
019388b7-e780-7115-a6aa-4a4aecb4c52a,Profile,10.00,,failed,debit,Tinuofbkacr,Tinuofbkacr,12/2/24
01939134-b6e8-7335-b5bc-802c648c8fae,Profile,10.00,,success,debit,Tfoshfkjfhm,Tfoshfkjfhm,12/4/24
0193898e-bdec-7bb2-9d78-fda8eca5217e,Profile,1000.00,Test,success,debit,Tigvztkmefk,Tigvztkmefk,12/2/24
0193898e-be3d-7bb2-9d79-0d2e9634a56e,Profile,10.00,Test,success,debit,Tigvztkmefk,Tigvztkmefk,12/2/24
0193915e-f7df-755c-a7cc-d2aa3bb268b8,Profile,100.23,Sodiq,success,debit,Tlnyvydyraq,Tlnyvydyraq,12/4/24
01938990-3b2d-7bb2-9d79-155630a9e30b,Profile,2000.00,,success,debit,Tyloljystty,Tyloljystty,12/2/24
01938990-3b78-7bb2-9d79-22966f69dad7,Profile,10.00,,success,debit,Tyloljystty,Tyloljystty,12/2/24
0193915e-f7ee-755c-a7cc-e3a5815fe11f,Profile,10.00,Sodiq,success,debit,Tlnyvydyraq,Tlnyvydyraq,12/4/24
01939165-6b28-755c-a7cd-46398d09a176,Profile,1001.00,Sodiq,success,debit,Twjbxfwwfld,Twjbxfwwfld,12/4/24
01939165-6b33-755c-a7cd-54ff9585d51e,Profile,10.00,Sodiq,success,debit,Twjbxfwwfld,Twjbxfwwfld,12/4/24
0193917c-f100-7559-8f9c-17951d6b8d4b,Profile,100.23,Sodiq,success,debit,Tmklogfxfsh,Tmklogfxfsh,12/4/24
0193917c-f119-7559-8f9c-213133f61294,Profile,10.00,Sodiq,success,debit,Tmklogfxfsh,Tmklogfxfsh,12/4/24
0193919a-5022-7559-8f9c-ad761655c549,Profile,48.00,,success,debit,Tpumpcwavqh,Tpumpcwavqh,12/4/24
0193919a-5036-7559-8f9c-c1cf03c5cfde,Profile,10.00,,success,debit,Tpumpcwavqh,Tpumpcwavqh,12/4/24
01939223-1999-7661-a661-6d78d807fffa,Profile,2000.00,,success,debit,Tckkicofvey,Tckkicofvey,12/4/24
01939223-19e9-7661-a661-7869b1f7c39d,Profile,10.00,,success,debit,Tckkicofvey,Tckkicofvey,12/4/24
01939636-c521-755f-85e3-6dd6215c3de5,Profile,100.00,,success,debit,Tlthxteqxwc,Tlthxteqxwc,12/5/24
01939636-c589-755f-85e3-856e795613e0,Profile,10.00,,success,debit,Tlthxteqxwc,Tlthxteqxwc,12/5/24
019396cc-f612-7557-892a-67c60e07c809,Profile,3000.00,,success,debit,Tdwqhocnfwe,Tdwqhocnfwe,12/5/24
019396cc-f620-7557-892a-779a437de07f,Profile,10.00,,success,debit,Tdwqhocnfwe,Tdwqhocnfwe,12/5/24
01939807-5595-722d-a296-d8be28b37aec,Profile,10.00,Sodiq,processing,debit,Tunblthjfzn,Tunblthjfzn,12/5/24
01939807-57a8-722d-a296-e638de059aeb,Profile,100.23,Sodiq,success,credit,Tunblthjfzn,Tunblthjfzn,12/5/24
01939807-5540-722d-a296-c8f46fd87b6d,Profile,100.23,Sodiq,success,debit,Tunblthjfzn,Tunblthjfzn,12/5/24
01939959-0058-7aa7-b9c6-47321681f7e5,Profile,200.00,,processing,debit,Tdpbauzzavt,Tdpbauzzavt,12/6/24
01939959-009a-7aa7-b9c6-5526749f3dcf,Profile,10.00,,processing,debit,Tdpbauzzavt,Tdpbauzzavt,12/6/24
01939968-da35-7aa7-b9c7-549756397def,Profile,10.00,sodiq,processing,debit,Tsykzqidkcf,Tsykzqidkcf,12/6/24
01939968-dbeb-7aa7-b9c7-5d89ba933e41,Profile,80.00,sodiq,success,credit,Tsykzqidkcf,Tsykzqidkcf,12/6/24
01939968-da17-7aa7-b9c7-464a707d3a8f,Profile,80.00,sodiq,success,debit,Tsykzqidkcf,Tsykzqidkcf,12/6/24
01939969-e413-7aa7-b9c7-61e56d83b96e,Profile,80.00,,processing,debit,Tktmvcnochn,Tktmvcnochn,12/6/24
01939969-e431-7aa7-b9c7-778c975fd3b5,Profile,10.00,,processing,debit,Tktmvcnochn,Tktmvcnochn,12/6/24
0193b120-b7cf-7cc9-bc8f-403bb808460f,Profile,10.00,Sodiq,processing,debit,Tqqhsbfwtce,Tqqhsbfwtce,12/10/24
0193996a-bb5a-7aa7-b9c7-891dd5d3cac1,Profile,10.00,Nothing,processing,debit,Tydptkvhiwe,Tydptkvhiwe,12/6/24
0193996a-bcbc-7aa7-b9c7-97e12092e21d,Profile,69.00,Nothing,success,credit,Tydptkvhiwe,Tydptkvhiwe,12/6/24
0193996a-baf1-7aa7-b9c7-7bb7eb83e5dd,Profile,69.00,Nothing,success,debit,Tydptkvhiwe,Tydptkvhiwe,12/6/24
0193996b-333f-7aa7-b9c7-ac7057e0fe54,Profile,100.23,,processing,debit,Tjktpnxvoqf,Tjktpnxvoqf,12/6/24
0193996b-334a-7aa7-b9c7-bd1d5e057eb5,Profile,10.00,,processing,debit,Tjktpnxvoqf,Tjktpnxvoqf,12/6/24
01939b72-0a50-7aa7-b9c8-9e50e669579b,Profile,69.00,,success,debit,Ttqecutcvqb,Ttqecutcvqb,12/6/24
01939b72-0a9a-7aa7-b9c8-b5ea822630c3,Profile,10.00,,success,debit,Ttqecutcvqb,Ttqecutcvqb,12/6/24
01939c44-0a85-788a-8394-e00c641dd452,Profile,10.00,Sodiq,processing,debit,Tonsqueqsjw,Tonsqueqsjw,12/6/24
01939c44-0c89-788a-8394-e8e40c7d96e0,Profile,100.23,Sodiq,success,credit,Tonsqueqsjw,Tonsqueqsjw,12/6/24
01939c44-0a40-788a-8394-d771cd1245cb,Profile,100.23,Sodiq,success,debit,Tonsqueqsjw,Tonsqueqsjw,12/6/24
01939c44-1f42-788a-8394-f05a6f4bd7b7,Profile,100.23,,processing,debit,Txyxoxfimby,Txyxoxfimby,12/6/24
01939c44-200e-788a-8395-0273c13a1283,Profile,10.00,,processing,debit,Txyxoxfimby,Txyxoxfimby,12/6/24
01939c47-09d4-788a-8395-53bd5415f653,Profile,10.00,Sodiq,processing,debit,Tqllynxjgrl,Tqllynxjgrl,12/6/24
01939c47-0a95-788a-8395-680512c1ebcc,Profile,10.00,Sodiq,processing,debit,Tubghwhfxev,Tubghwhfxev,12/6/24
01939c47-0e6a-788a-8395-710f9915a214,Profile,100.23,Sodiq,success,credit,Tubghwhfxev,Tubghwhfxev,12/6/24
01939c47-08fa-788a-8395-2579ed016a0f,Profile,100.23,Sodiq,success,debit,Tubghwhfxev,Tubghwhfxev,12/6/24
01939c47-08dd-788a-8395-1bf95fa4ba97,Profile,100.00,Sodiq,success,debit,Thmmvhoxfcd,Thmmvhoxfcd,12/6/24
01939c47-09dd-788a-8395-580a6ae219ae,Profile,10.00,Sodiq,success,debit,Thmmvhoxfcd,Thmmvhoxfcd,12/6/24
01939c47-0950-788a-8395-2cb5aa4a8f5b,Profile,100.00,Sodiq,success,debit,Thuantdskcx,Thuantdskcx,12/6/24
01939c47-0a7f-788a-8395-6334f039a941,Profile,10.00,Sodiq,success,debit,Thuantdskcx,Thuantdskcx,12/6/24
01939c47-08bf-788a-8395-16df2b7875aa,Profile,100.00,Sodiq,failed,debit,Tqllynxjgrl,Tqllynxjgrl,12/6/24
01939c8f-396f-7bb0-8d54-84f018329b6f,Profile,100.23,Sodiq,success,debit,Thtypzntdwy,Thtypzntdwy,12/6/24
01939c8f-398e-7bb0-8d54-9598b6f92632,Profile,10.00,Sodiq,success,debit,Thtypzntdwy,Thtypzntdwy,12/6/24
01939cad-fe6d-7bb0-8d55-3fe700cff480,Profile,90.00,,processing,debit,Tbqdqyxglwd,Tbqdqyxglwd,12/6/24
01939cad-fec0-7bb0-8d55-49c2c8ee0d4e,Profile,10.00,,processing,debit,Tbqdqyxglwd,Tbqdqyxglwd,12/6/24
01939cb0-3604-7bb0-8d55-7012207abee7,Profile,10.00,Sodiq,processing,debit,Tbrntnhycri,Tbrntnhycri,12/6/24
01939cb0-380b-7bb0-8d55-79fa625da269,Profile,100.23,Sodiq,success,credit,Tbrntnhycri,Tbrntnhycri,12/6/24
01939cb0-35fa-7bb0-8d55-64e2528341f3,Profile,100.23,Sodiq,success,debit,Tbrntnhycri,Tbrntnhycri,12/6/24
01939cb5-f50c-7bb0-8d55-d43323b20e2c,Profile,90.00,,processing,debit,Tzqcursnsyq,Tzqcursnsyq,12/6/24
01939cb5-f52c-7bb0-8d55-e25d31d5ac04,Profile,10.00,,processing,debit,Tzqcursnsyq,Tzqcursnsyq,12/6/24
01939cb6-973b-7bb0-8d55-fb7591a320cb,Profile,10.00,Nothing,processing,debit,Tivyrcvlfjn,Tivyrcvlfjn,12/6/24
01939cb6-9860-7bb0-8d56-0438ad2ebfb0,Profile,80.00,Nothing,success,credit,Tivyrcvlfjn,Tivyrcvlfjn,12/6/24
01939cb6-972d-7bb0-8d55-ea63f337f75f,Profile,80.00,Nothing,success,debit,Tivyrcvlfjn,Tivyrcvlfjn,12/6/24
0193b120-b92b-7cc9-bc8f-4e8f5b296d82,Friesen - Keeling,100.00,Sodiq,success,credit,Tlfhldlezms,Tlfhldlezms,12/10/24
01939e3e-c21a-7bb0-8d58-f7de3a4e5d8b,Profile,100.00,Narration,success,debit,Tzjpfqdrxwm,Tzjpfqdrxwm,12/6/24
01939e3e-c227-7bb0-8d59-04dba8167d86,Profile,10.00,Narration,success,debit,Tzjpfqdrxwm,Tzjpfqdrxwm,12/6/24
0193a081-ffd6-7660-b822-96434a3241d5,Profile,100.00,Sodiq,success,debit,Tnfypuwxdwh,Tnfypuwxdwh,12/7/24
0193a082-0042-7660-b822-c734e6cf8d99,Profile,10.00,Sodiq,success,debit,Tnfypuwxdwh,Tnfypuwxdwh,12/7/24
0193a081-ff94-7660-b822-8c388afd940a,Profile,100.00,Sodiq,success,debit,Tjczulepmlk,Tjczulepmlk,12/7/24
0193a082-0042-7660-b822-b80453b8b428,Profile,10.00,Sodiq,success,debit,Tjczulepmlk,Tjczulepmlk,12/7/24
0193a081-ffe0-7660-b822-9ad85d762519,Profile,100.00,Sodiq,success,debit,Tdqevwxykvb,Tdqevwxykvb,12/7/24
0193a082-00af-7660-b822-ceb9c3aa8e1a,Profile,10.00,Sodiq,success,debit,Tdqevwxykvb,Tdqevwxykvb,12/7/24
0193a750-ff85-7881-8b85-71410481de13,Profile,100.00,Sodiq,success,debit,Tieakqzjrxl,Tieakqzjrxl,12/8/24
0193a751-0097-7881-8b85-a55d00fbcf07,Profile,10.00,Sodiq,success,debit,Tieakqzjrxl,Tieakqzjrxl,12/8/24
0193a750-ff69-7881-8b85-6099893aecfa,Profile,100.00,Sodiq,success,debit,Txbrgvlwmlp,Txbrgvlwmlp,12/8/24
0193a751-0006-7881-8b85-97557d877d87,Profile,10.00,Sodiq,success,debit,Txbrgvlwmlp,Txbrgvlwmlp,12/8/24
0193a750-ff76-7881-8b85-691ae062d631,Profile,100.00,Sodiq,success,debit,Twceppqdqmz,Twceppqdqmz,12/8/24
0193a751-001e-7881-8b85-99dd08d488ba,Profile,10.00,Sodiq,success,debit,Twceppqdqmz,Twceppqdqmz,12/8/24
0193a753-85eb-7881-8b85-c05e27f0c3a5,Profile,100.00,Sodiq,success,debit,Tswntpdopnu,Tswntpdopnu,12/8/24
0193a753-864f-7881-8b85-f012375eb452,Profile,10.00,Sodiq,success,debit,Tswntpdopnu,Tswntpdopnu,12/8/24
0193a753-85f7-7881-8b85-cb83eb084d3c,Profile,100.00,Sodiq,success,debit,Tdsjkfvdmte,Tdsjkfvdmte,12/8/24
0193a753-86a4-7881-8b85-fd9554c0f9a1,Profile,10.00,Sodiq,success,debit,Tdsjkfvdmte,Tdsjkfvdmte,12/8/24
0193a753-8639-7881-8b85-d07a40ed7842,Profile,100.00,Sodiq,success,debit,Tfwetogmeqf,Tfwetogmeqf,12/8/24
0193a753-87c4-7881-8b86-050ce7ad1d48,Profile,10.00,Sodiq,success,debit,Tfwetogmeqf,Tfwetogmeqf,12/8/24
0193a753-c53a-7881-8b86-144c4ba2a1d5,Profile,100.00,Sodiq,success,debit,Tbvnwgfmaoz,Tbvnwgfmaoz,12/8/24
0193a753-c5e5-7881-8b86-3c0da333bccc,Profile,10.00,Sodiq,success,debit,Tbvnwgfmaoz,Tbvnwgfmaoz,12/8/24
0193a753-c582-7881-8b86-1bcfb5c64ec5,Profile,100.00,Sodiq,success,debit,Tfkneficdfc,Tfkneficdfc,12/8/24
0193a753-c5e4-7881-8b86-3746edf8090d,Profile,10.00,Sodiq,success,debit,Tfkneficdfc,Tfkneficdfc,12/8/24
0193a753-ffc9-7881-8b86-6a564fcc337a,Profile,10.00,Sodiq,processing,debit,Twfnubpyrhy,Twfnubpyrhy,12/8/24
0193a753-ffd1-7881-8b86-737275c472f6,Profile,10.00,Sodiq,processing,debit,Tcgpmtnfcoe,Tcgpmtnfcoe,12/8/24
0193a753-ff68-7881-8b86-4dfd95118e2d,Profile,50.00,Sodiq,failed,debit,Twfnubpyrhy,Twfnubpyrhy,12/8/24
0193a753-ffb7-7881-8b86-51b66ef30831,Profile,60.00,Sodiq,failed,debit,Tcgpmtnfcoe,Tcgpmtnfcoe,12/8/24
0193ad1f-014b-7dde-a4cf-6b570c70b0fa,Profile,100.00,Transfer,success,debit,Ttipebqrwrz,Ttipebqrwrz,12/9/24
0193b120-b946-7cc9-bc8f-56d6f19004e1,Profile,10.00,Sodiq,processing,debit,Tlndgilzqwo,Tlndgilzqwo,12/10/24
0193ad1f-015e-7dde-a4cf-76c4824e38be,Profile,100.00,Narration,success,debit,Terayjmrzzq,Terayjmrzzq,12/9/24
0193ad1f-01b6-7dde-a4cf-8b9d20039c8f,Profile,10.00,Narration,success,debit,Terayjmrzzq,Terayjmrzzq,12/9/24
0193b120-ba38-7cc9-bc8f-60772883e24f,Profile,10.00,Sodiq,processing,debit,Txftnnejhpd,Txftnnejhpd,12/10/24
0193b120-cd4f-7cc9-bc90-35d1e7b51d3b,Profile,10.00,Sodiq,processing,debit,Tptkplgzmhv,Tptkplgzmhv,12/10/24
0193b120-ce50-7cc9-bc90-39475c590c0c,Friesen - Keeling,100.00,Sodiq,success,credit,Tvbcnyhyqkp,Tvbcnyhyqkp,12/10/24
0193b120-ce5c-7cc9-bc90-40183539f070,Profile,10.00,Sodiq,processing,debit,Tcwhtjkyjgx,Tcwhtjkyjgx,12/10/24
0193b120-cfa1-7cc9-bc90-486639ba816f,Friesen - Keeling,100.00,Sodiq,success,credit,Ttxxopsydsd,Ttxxopsydsd,12/10/24
0193b120-cfae-7cc9-bc90-534b6a9d3918,Profile,10.00,Sodiq,processing,debit,Tfhrsjzbaat,Tfhrsjzbaat,12/10/24
0193b120-d14c-7cc9-bc90-59f64981bc86,Friesen - Keeling,100.00,Sodiq,success,credit,Tfhrsjzbaat,Tfhrsjzbaat,12/10/24
0193b120-d171-7cc9-bc90-61bb532da3d8,Profile,10.00,Sodiq,processing,debit,Tymbgaqgeqi,Tymbgaqgeqi,12/10/24
0193b120-d5f2-7cc9-bc90-99f2e6b429a5,Profile,10.00,Sodiq,processing,debit,Tcxqvvstzxt,Tcxqvvstzxt,12/10/24
0193b120-d760-7cc9-bc90-a0f60d157649,Friesen - Keeling,100.00,Sodiq,success,credit,Tpshvnwlktd,Tpshvnwlktd,12/10/24
0193b120-d76e-7cc9-bc90-aa69da3bd6a3,Profile,10.00,Sodiq,processing,debit,Tdlenahwjai,Tdlenahwjai,12/10/24
0193b120-d9d9-7cc9-bc90-b2c651b00039,Friesen - Keeling,100.00,Sodiq,success,credit,Tymbgaqgeqi,Tymbgaqgeqi,12/10/24
