"ID",Name,Type,Status,Timestamp,business-types,last_name,first_name,nin,rc-number,business-name,business-email,business-address,gender,id_type,rc_number,business_name,business_email,business_phone,business_types,business_address,busines-email,business-phone,id-type
019584a9-55c2-7662-a73b-b191b99491e1,Profile,business,active,3/11/25,Corporation,,,,0000000,Neem,hi@neem.co,"LAGOS, NIGERIA, LAGOS, Ibeju-Lekki, LAGOS",,,,,,,,,,+23409055755671,
0195858a-1ca1-7665-bf0d-b7516d6e8367,Profile,business,active,3/11/25,Partnership,,,,rerr,Sodiq,email@email.com,Ikeja,,,,,,,,,,+23408149583661,
019585dc-c7c0-7665-bf0f-0c8a6c21a814,Profile,business,active,3/11/25,Sole Proprietorship,,,,RC123456,Sole Proprietor,olami@gmail.com,20 od road,,,,,,,,,,+2348032214566,
019585e9-10bc-7665-bf10-6d49b005c610,Profile,business,active,3/11/25,Corporation,,,,RC123456,Sole Proprietor,samvic@gmail.com,20 od r,,,,,,,,,,+2348032214000,
019585ed-33cb-7665-bf10-d2ce741c727a,Profile,business,active,3/11/25,Sole Proprietorship,,,,RC123456,Sole Proprietor,olami@gmail.com,20 moshood road,,,,,,,,,,+2348032214532,
01958777-01d2-7665-bf13-835bbb8e21c6,Profile,business,active,3/11/25,Joint Venture,,,,1234567890,Yisau Enterprises,hacksaw@gmail.com,High-rise Block B,,,,,,,,,,+23408123884234,
01958aeb-e763-7992-b596-6829974c26b0,,business,active,3/12/25,Partnership,,,,4567876,leep,neem@yopmail.com,2 kene street,,,,,,,,,,+23438096578,
01958aea-5122-7992-b595-ff4c4c1aaaa4,,business,active,3/12/25,Corporation,,,,4567876,Faill,frill@yopmail.com,2 kene street,,,,,,,,,,+23438098989,
01958fc2-8553-7ee0-bd7a-315c7f415c09,,business,active,3/13/25,Sole Proprietorship,,,,3846347,Name here last,examplejgjg@gmail.com,Joseph Ogunyemi Street,,,,,,,,,,+23408101259872,
01958fc9-cbad-7ee0-bd7a-4eeb96a59e80,,business,active,3/13/25,Corporation,,,,65657,Test,examhghple@gmail.com,Joseph Ogunyemi Street,,,,,,,,,,+23408101259872,
01958fd0-57c4-7ee0-bd7a-6a28a74787fd,,business,active,3/13/25,Corporation,,,,8768690,Name here,example99@gmail.com,Joseph Ogunyemi Street,,,,,,,,,,+23408101259872,
01958fdb-b9fb-7ee0-bd7a-c2296bd472ce,,business,active,3/13/25,Limited Liability Partnership (LLP),,,,1234543,Help,examplegfhff@gmail.com,Joseph Ogunyemi Street,,,,,,,,,,+23408101259872,
01958fde-ba2d-7ee0-bd7a-e68be2b56322,,business,active,3/13/25,Limited Liability Partnership (LLP),,,,5475497i89,tyty,examplehu@gmail.com,Joseph Ogunyemi Street,,,,,,,,,,+23408101259872,
0195919a-5c91-7ee0-bd81-28540aff9978,,business,active,3/13/25,Sole Proprietorship,,,,5475497,night,examnigthple@gmail.com,Joseph Ogunyemi Street,,,,,,,,,,+23408101259872,
0195f52a-838a-7887-ab19-cc84763e8e42,"Lindgren, VonRueden and O'Kon Business",business,active,4/2/25,,,,,,,,,,,,,,,,,,,
0195919e-a13f-7ee0-bd81-5dd72d26d4be,,business,active,3/13/25,Sole Proprietorship,,,,547549799,tryagainagain,exampletryagaian@gmail.com,Joseph Ogunyemi Street,,,,,,,,,,+23408101259872,
019591a2-9d3f-7ee0-bd81-9cb28e99f5c0,,business,active,3/13/25,Corporation,,,,4eew232,fsfsfsfs,examplrereree@gmail.com,Joseph Ogunyemi Street,,,,,,,,,,+23408101259872,
019591b0-68c5-7ee0-bd81-d3cd181a4e67,,business,active,3/13/25,Sole Proprietorship,,,,53434,testing,examtestingple@gmail.com,Joseph Ogunyemi Street,,,,,,,,,,+23408101259872,
019591bf-d251-7ee0-bd82-044b9746c6f0,,business,active,3/13/25,Partnership,,,,547549733,please,exapleasemple@gmail.com,Joseph Ogunyemi Street,,,,,,,,,,+23408101259872,
019591c5-6767-7ee0-bd82-2d7ddadf9a78,,business,active,3/13/25,Sole Proprietorship,,,,676909,chart,examtryple@gmail.com,Joseph Ogunyemi Street,,,,,,,,,,+23408101259872,
019591d1-1c46-7ee0-bd82-8fcd12817bdd,,business,active,3/13/25,Franchise,,,,76867,last,examplelast@gmail.com,Joseph Ogunyemi Street,,,,,,,,,,+23408101259872,
0195b2fc-42a4-788b-a924-f5a14e76eaeb,,business,active,3/20/25,,,,,,,,,,,,,,,,,,,
0195b321-e704-788b-a926-f5bb86688dcf,,business,active,3/20/25,,,,,,,,,,,,,,,,,,,
0195aee1-470d-7553-abf3-636bec96acd7,,business,active,3/19/25,Sole Proprietorship,,,,0000000,Faill,frrl@yopmail.com,2 kene street,,,,,,,,,,+23438096589,
01960220-8d55-7eeb-9127-49fcb58c09ec,Mayert - Hessel Business,business,active,4/4/25,,,,,,,,,,,,,,,,,,,
0195b9df-b3d2-7447-8ef6-8a70b1fabfca,,business,active,3/21/25,Corporation,,,,0000000,Neem,hi@neem.co,"LAGOS, NIGERIA, LAGOS, Ibeju-Lekki, LAGOS",,,,,,,,,,+2348000000003,
0193650c-8fa2-7115-b8e9-a7eea0ec400b,Habeeb,business,active,11/25/24,,,,,,,,,,National ID card,,,hab@gmail.com,07060121212,,Hab address,,,
0195b2fa-978f-788b-a924-a9a4ad085a7e,,business,active,3/20/25,,,,,,,,,,,,,,,,,,,
0195b2fa-c1e0-788b-a924-c5d1f8921c9c,,business,active,3/20/25,,,,,,,,,,,,,,,,,,,
0195b2fb-ad50-788b-a924-d98a974487c1,,business,active,3/20/25,,,,,,,,,,,,,,,,,,,
0195c362-4f51-7ff4-896e-959ff7ccd9e1,,business,active,3/23/25,Sole Proprietorship,,,,0000000,Faill,dreaa@yopmail.com,2 kene street,,,,,,,,,,+23438090909,
0195cf8d-72ea-7bb0-a50e-4aef0668a5ca,,business,active,3/25/25,Sole Proprietorship,,,,123456789,Test,test@gmail.com,Lagos,,,,,,,,,,+2348123234345,
0195f50d-4385-7887-ab11-73ed4013c9d3,O'Keefe and Sons Business,business,active,4/2/25,,,,,,,,,,,,,,,,,,,
0195f50d-4ecb-7887-ab11-bf612de28433,Gleason Inc Business,business,active,4/2/25,,,,,,,,,,,,,,,,,,,
0195f7ca-5a7f-7887-ab25-6094f98eab34,,business,active,4/2/25,Partnership,,,,0000000,Neem,hi@neem.co,"LAGOS, NIGERIA, LAGOS, Ibeju-Lekki, LAGOS",,,,,,,,,,+23409055755671,
0195f7d2-1b84-7887-ab26-9a5fd5b8ce2f,"Terry, Rau and Streich Business",business,active,4/2/25,,,,,,,,,,,,,,,,,,,
0195fc85-8e82-7887-ab37-99e227af12ec,,business,active,4/3/25,Sole Proprietorship,,,,0000000,Neem,hi@neem.co,"LAGOS, NIGERIA, LAGOS, Ibeju-Lekki, LAGOS",,,,,,,,,,+2349055755613,
01960cb8-e88a-7993-88eb-1a169d6f2632,"Beer, Lesch and Dicki Business",business,active,4/6/25,,,,,,,,,,,,,,,,,,,
019582da-67e4-7bb0-a40c-d9dce72b62fe,Profile,business,active,3/11/25,Sole Proprietorship,,,,5475497,Name here,eemail@gmail.com,jdsf,,,,,,,,,,+2349057557575,
01961bde-52a3-7aa9-8b8f-264d6ea12248,"Rosenbaum, Johnston and Langosh Business",business,active,4/9/25,,,,,,,,,,,,,,,,,,,
01961be0-7e06-7aa9-8b93-74233fc4f2eb,"Mayert, Gerhold and Rippin Business",business,active,4/9/25,,,,,,,,,,,,,,,,,,,
0196317f-2fdd-7cce-84d3-c4fce736d675,,business,active,4/13/25,Corporation,,,,1234567890,Test,testing@gmail.com,"Test, Lagos",,,,,,,,,,+2348023456478,
01963184-50b7-7cce-84d4-244fce0d5aca,,business,active,4/13/25,Partnership,,,,0987654321,Testing account,account@test.com,"Test, Lagos",,,,,,,,,,+2348099856473,
01963187-f710-7cce-84d4-476bfa11f3d8,,business,active,4/13/25,Corporation,,,,1234567890,Account Testing,test@testing.com,"Account, Lagos ",,,,,,,,,,+2349134456378,
0196318c-1e53-7cce-84d4-7ce6ca5dfa7d,,business,active,4/13/25,Joint Venture,,,,0987654345678,Business Test,business@account.com,Business,,,,,,,,,,+2349123234567,
0196319d-287b-7cce-84d4-dd5591e11b17,,business,active,4/14/25,Limited Liability Partnership (LLP),,,,087656789,Add Test,add@business.com,Lagos,,,,,,,,,,+2349123456789,
019631a0-2a74-7cce-84d5-6e705611d433,,business,active,4/14/25,Partnership,,,,87654323456,Business Test,test@business.com,Lagos,,,,,,,,,,+2349145647838,
019631a1-c092-7cce-84d5-86af9a63b18a,,business,active,4/14/25,Corporation,,,,987656789,Add account,add@account.com,Lagos,,,,,,,,,,+2348134356478,
019631a3-cb16-7cce-84d5-b0e307a7d0c8,,business,active,4/14/25,Limited Liability Partnership (LLP),,,,3456787654,New account,new@new.com,Lagos,,,,,,,,,,+2348032453789,
019631a8-4da4-7cce-84d6-00d4322c9dbb,,business,active,4/14/25,Partnership,,,,098789,New Business,new@business.com,Lagos,,,,,,,,,,+2349034345678,
01968804-5c24-7112-b019-3587e925da2c,Johnson Group Business,business,active,4/30/25,,,,,,,,,,,,,,,,,,,
01963feb-a4c3-7003-bb75-2531540722e6,"Connelly, Stracke and Collins Business",business,active,4/16/25,,,,,,,,,,,,,,,,,,,
01964a38-f604-722d-addf-ca789bd6838c,Heaney Group Business,business,active,4/18/25,,,,,,,,,,,,,,,,,,,
019654de-f7c9-722d-adf2-d1a0311c2983,Wisoky - Kris Business,business,active,4/20/25,,,,,,,,,,,,,,,,,,,
0196c50e-409a-7ccd-856d-cc2c56418736,,business,active,5/12/25,Sole Proprietorship,,,,0000000,Neem,hi@neem.co,"LAGOS, NIGERIA, LAGOS, Ibeju-Lekki, LAGOS",,,,,,,,,,+23409055755671,
01966a87-ab6f-7bbb-ab9b-c60dc97bc1f3,Lindgren - Tillman Business,business,active,4/25/25,,,,,,,,,,,,,,,,,,,
01966a8f-e1c0-7bbb-ab9e-8c0960fc8e8e,"Corkery, Jacobson and Schmitt Business",business,active,4/25/25,,,,,,,,,,,,,,,,,,,
01966e46-67d6-7664-b412-592220a5e4a4,Spencer - Blick Business,business,active,4/25/25,,,,,,,,,,,,,,,,,,,
019678ec-094e-7664-b417-55590fa21301,"White, Hackett and Goyette Business",business,active,4/27/25,,,,,,,,,,,,,,,,,,,
0196ac10-fe41-7cca-bb5b-408f6493e335,Volkman and Sons Business,business,active,5/7/25,,,,,,,,,,,,,,,,,,,
0196816f-f901-7994-b478-c36fa0263504,,business,active,4/29/25,Sole Proprietorship,,,,12388886586868,Yisau Enterprises,sammieyisau@gmail.com,"42 Hughes Avenue, Alagomeji, Yaba, Lagos",,,,,,,,,,+23408123884098,
01968170-3ea2-7994-b478-effd23b3a4e6,,business,active,4/29/25,Sole Proprietorship,,,,12388886586868,Yisau Enterprises,sammieyisau@gmail.com,"42 Hughes Avenue, Alagomeji, Yaba, Lagos",,,,,,,,,,+23408123884098,
01968182-fefd-7000-9672-cf153f6c85cf,,business,active,4/29/25,Sole Proprietorship,,,,12388886586868,Yisau Enterprises,sammieyisau@gmail.com,"42 Hughes Avenue, Alagomeji, Yaba, Lagos",,,,,,,,,,+23408123884098,
01968184-513c-7000-9672-e36b42d8ac9f,,business,active,4/29/25,Sole Proprietorship,,,,12388886586868,Yisau Enterprises,sammieyisau@gmail.com,High-rise Block B,,,,,,,,,,+23409133779814,
01968188-0935-7000-9673-0f1c095c7ac7,,business,active,4/29/25,Sole Proprietorship,,,,0000000,Neem,sammieyisau@gmail.com,"42 Hughes Avenue, Alagomeji, Yaba, Lagos",,,,,,,,,,+23409133779814,
01968198-c37e-7000-9673-5f5e2c1a1ba8,,business,active,4/29/25,Sole Proprietorship,,,,0000000,Yisau Enterprises,sammieyisau@gmail.com,"42 Hughes Avenue, Alagomeji, Yaba, Lagos",,,,,,,,,,+23408123884098,
019681a1-ec99-7000-9674-1192bd9f3bec,,business,active,4/29/25,Sole Proprietorship,,,,0000000,Yisau Enterprises,sammieyisau@gmail.com,"42 Hughes Avenue, Alagomeji, Yaba, Lagos",,,,,,,,,,+23408123884098,
01969cf8-c229-7eeb-b171-1ea096c5c073,Schmidt LLC Business,business,active,5/4/25,,,,,,,,,,,,,,,,,,,
0196d01d-44ac-7aa1-a928-4d081d9dd7f3,Windler - Stehr Business,business,active,5/14/25,,,,,,,,,,,,,,,,,,,
0196b660-1240-7bba-bcba-615060a48448,Sporer and Sons Business,business,active,5/9/25,,,,,,,,,,,,,,,,,,,
0196c104-f232-7000-bf0b-f8efc9e91d94,Beahan Group Business,business,active,5/11/25,,,,,,,,,,,,,,,,,,,
0196da6c-e99a-7448-8494-1f768ca619ef,Rolfson Group Business,business,active,5/16/25,,,,,,,,,,,,,,,,,,,
0196f2be-1c5b-7661-b54b-e844506b3d50,,business,active,5/21/25,Sole Proprietorship,,,,0000000,Praise,praise@yopmail.com,22 billings way ,,,,,,,,,,+23408138095432,
0196f2e0-a59f-7661-b54c-50788e41e3a3,,business,active,5/21/25,Sole Proprietorship,,,,neem,pendiny,frrl@yopmail.com,22 nli road,,,,,,,,,,+23408138096666,
0196f42b-031a-7661-b551-49d866486d30,"Fay, Dach and Rippin Business",business,active,5/21/25,,,,,,,,,,,,,,,,,,,
019718fe-5ccf-777d-a0eb-3c3ad45aab8e,Neem,business,active,5/28/25,Sole Proprietorship,,,,Neem,Neem,azeez@assurdly.com,"45, Irone Avenue Aguda Surulere Lagos",,,,,,,,,,+23409055755671,
01972286-a1ae-7223-887e-305870b34172,Langosh - D'Amore Business,business,active,5/30/25,,,,,,,,,,,,,,,,,,,
0196f67d-ad0f-7661-b554-ce4e2fdf39ba,,business,active,5/22/25,Limited Liability Partnership (LLP),,,,5475497,Name here,motive.empire977@gmail.com,Joseph Ogunyemi Street,,,,,,,,,,+23408101259872,
0196fe7a-08d5-7cc6-bebb-606f104130f7,"Murphy, Purdy and O'Kon Business",business,active,5/23/25,,,,,,,,,,,,,,,,,,,
01973aac-4d13-7667-a95f-eef904cf73de,,business,active,6/4/25,Corporation,,,,11111111,Techdev,destinyerhabor2@gmail.com,upper sokponba,,,,,,,,,,+23408170552438,
01973c44-f069-7667-a968-cd707ca213ee,Kemmer and Sons Business,business,active,6/4/25,,,,,,,,,,,,,,,,,,,
0197091e-81a2-7ccc-992c-f2842cdf491f,"Wisoky, Hudson and Lehner Business",business,active,5/25/25,,,,,,,,,,,,,,,,,,,
01972d2c-2585-7aa0-807a-43297bf37d3b,Mohr Group Business,business,active,6/1/25,,,,,,,,,,,,,,,,,,,
01971836-cf24-777d-a0e7-6d346a2b3f27,Buckridge - Schiller Business,business,active,5/28/25,,,,,,,,,,,,,,,,,,,
0198af13-7407-7660-9226-1b0f3b077f3d,"Ziemann, Lemke and Rohan Business",business,active,8/15/25,,,,,,,,,,,,,,,,,,,
01978833-c114-7ff8-92ad-57ab78621fee,,business,active,6/19/25,Partnership,,,,0000000,Neem,hi@neem.co,"LAGOS, NIGERIA, LAGOS, Ibeju-Lekki, LAGOS",,,,,,,,,,+23409055755671,
0197c5be-2050-788b-bbd2-48e0c6b9e7dd,,business,active,7/1/25,Sole Proprietorship,,,,5475497,Name here,motive.empire977@gmail.com,Joseph Ogunyemi Street,,,,,,,,,,+23408101259872,
0197cde7-9b58-7667-a471-ddc944f2d870,,business,active,7/3/25,Partnership,,,,5475497,Name here,motive.empire977@gmail.com,Joseph Ogunyemi Street,,,,,,,,,,+23408101259872,
0197cded-7fd9-7667-a472-1b19c0c53c42,,business,active,7/3/25,Sole Proprietorship,,,,5475497,Name here,motive.empire977@gmail.com,Joseph Ogunyemi Street,,,,,,,,,,+23408101259872,
0197ce0e-c571-7667-a472-8663e686f365,,business,active,7/3/25,Sole Proprietorship,,,,5475497,Name here,motive.empire977@gmail.com,Joseph Ogunyemi Street,,,,,,,,,,+23408101259872,
0197ce11-5684-7667-a472-b05f98263491,,business,active,7/3/25,Sole Proprietorship,,,,5475497,Name here again,motive.empire977@gmail.com,Joseph Ogunyemi Street,,,,,,,,,,+2348101259872,
0197ce28-70d7-7667-a473-33a69533c20e,,business,active,7/3/25,Sole Proprietorship,,,,5475497,Christopher ltd,example@gmail.com,Joseph Ogunyemi Street,,,,,,,,,,+23408101259872,
0197ce29-76c9-7667-a473-615e5204e1ae,,business,active,7/3/25,Corporation,,,,756945,Business name,examplename@gmail.com,Joseph Ogunyemi Street,,,,,,,,,,+2348101259872,
019880bd-75c9-7552-b5f9-c9b5a2bfad58,Crist - Stamm Business,business,active,8/6/25,,,,,,,,,,,,,,,,,,,
01988b07-5b62-766b-9806-4aeada93c6f8,"Legros, Walsh and Cartwright Business",business,active,8/8/25,,,,,,,,,,,,,,,,,,,
0198959b-7742-7eee-ae0c-a0a2098f7936,"Koss, Stehr and Hirthe Business",business,active,8/10/25,,,,,,,,,,,,,,,,,,,
0198a4c6-97bd-7223-96a8-101a1815d212,Prosacco and Sons Business,business,active,8/13/25,,,,,,,,,,,,,,,,,,,
0198b9a8-0366-7779-92d0-2dec49c97eb7,Hilpert LLC Business,business,active,8/17/25,,,,,,,,,,,,,,,,,,,
0198c8d2-3ea3-7662-ab6b-4650cc5326fd,"Krajcik, Waters and Walter Business",business,active,8/20/25,,,,,,,,,,,,,,,,,,,
0198d31d-0313-799b-a7e6-2fde89a9197d,Tromp - Connelly Business,business,active,8/22/25,,,,,,,,,,,,,,,,,,,
0193588f-bb44-7117-98b2-313d12d7523d,Habeeb,business,active,11/23/24,,,,,,,,,Male,National ID card,123456,Habee,ha@gmail.com,1234567890,Corporation,haddress,,,
0193a649-e3d0-7881-8b7f-2ef1d89a9aff,Friesen - Keeling,business,active,12/8/24,Partnership,,,,0000000,Schuster Inc,hi@neem.co,"LAGOS, NIGERIA, LAGOS, Ibeju-Lekki, LAGOS",,,,,,,,,,+2349055755671,
01944e1f-91aa-7776-8452-938dda303f65,Profile,business,active,1/10/25,Sole Proprietorship,,,,12345678,Testing Company,testing@gmail.com,"42 Hughes Avenue, Alagomeji, Yaba",,,,,,,,,,+23409133779814,
019566e0-333c-722f-a14b-6ac41d35eb5e,Profile,business,active,3/5/25,Corporation,,,,0000000,Neem,hi@neem.co,"LAGOS, NIGERIA, LAGOS, Ibeju-Lekki, LAGOS",,,,,,,,,,+2349055955905,
01958074-fb6b-7bb0-a403-b32acbb76176,Profile,business,active,3/10/25,Partnership,,,,0000000,Neem,hi@neem.co,"LAGOS, NIGERIA, LAGOS, Ibeju-Lekki, LAGOS",,,,,,,,,,,
01a0b461-959a-7449-bbef-eeae32ee0a0e,"Wisoky, Lehner and Bernhard Business",business,active,9/18/26,,,,,,,,,,,,,,,,,,,
01a0b463-0c96-7449-bbf0-448640bb5b5b,Gottlieb - Goyette Business,business,active,9/18/26,,,,,,,,,,,,,,,,,,,
0197cf98-616d-7667-a474-2baed8289dd3,,business,active,7/3/25,Sole Proprietorship,,,,5475497,Christopher LTD,chrisbusiness@yopmail.com,Example address,,,,,,,,,,+23409058558685,
01a0b463-89d9-7449-bbf0-9c2b230be633,"Weimann, Bayer and Jenkins Business",business,active,9/18/26,,,,,,,,,,,,,,,,,,,
01a0b464-01a2-7449-bbf0-ed02fe1aed21,Wisozk and Sons Business,business,active,9/18/26,,,,,,,,,,,,,,,,,,,
01a0c19c-037e-7228-8de1-9a49ddeccfdf,"Will, Hessel and Nienow Business",business,active,9/21/26,,,,,,,,,,,,,,,,,,,
01a0c19e-7dde-7228-8de4-7dca39b730fb,"Wilkinson, Hoppe and Bashirian Business",business,active,9/21/26,,,,,,,,,,,,,,,,,,,
01a0c1a2-2e63-7228-8de7-5bccad9ab56b,Crooks Group Business,business,active,9/21/26,,,,,,,,,,,,,,,,,,,
01a0c1ad-4b2e-7228-8dea-89e92f1b382d,McDermott Group Business,business,active,9/21/26,,,,,,,,,,,,,,,,,,,
01a0c1c0-67bf-7228-8dee-6e7977ee9843,Fisher LLC Business,business,active,9/21/26,,,,,,,,,,,,,,,,,,,
01a0c1cc-8b30-7228-8df2-6eebd0813cd6,Casper Group Business,business,active,9/21/26,,,,,,,,,,,,,,,,,,,
01a0c1d8-f7aa-7228-8df5-a1884d5f1885,Schmitt Group Business,business,active,9/21/26,,,,,,,,,,,,,,,,,,,
01a0c1f1-5e9a-7228-8e01-c3a88d01c72a,Krajcik LLC Business,business,active,9/21/26,,,,,,,,,,,,,,,,,,,
01a0c1dc-409e-7228-8df8-b18092e2dcb9,Bogan Group Business,business,active,9/21/26,,,,,,,,,,,,,,,,,,,
01a0c1df-179a-7228-8dfc-aae206c01019,"Beahan, Runolfsson and Hilll Business",business,active,9/21/26,,,,,,,,,,,,,,,,,,,
01a0c1f4-0994-7228-8e04-c162c60378d7,"Jast, Volkman and Littel Business",business,active,9/21/26,,,,,,,,,,,,,,,,,,,
01a0c1f6-bcc4-7228-8e07-cd6ef472d0f7,"Lowe, Farrell and Dickens Business",business,active,9/21/26,,,,,,,,,,,,,,,,,,,
01a0c1fa-a322-7228-8e0b-a99836d16b40,Wehner - O'Reilly Business,business,active,9/21/26,,,,,,,,,,,,,,,,,,,
01a0c202-d96e-7228-8e0f-32225ccd7a4c,Jacobson - Durgan Business,business,active,9/21/26,,,,,,,,,,,,,,,,,,,
01a0c207-85f0-7228-8e12-9a51c48930a4,Becker - Yost Business,business,active,9/21/26,,,,,,,,,,,,,,,,,,,
01a0c21f-6cd8-7228-8e17-0ecf9f3d3b21,Kessler - Littel Business,business,active,9/21/26,,,,,,,,,,,,,,,,,,,
01a0c23e-a4a5-7dd7-bb9a-5df9a3e54bbd,Goldner and Sons Business,business,active,9/21/26,,,,,,,,,,,,,,,,,,,
